time,lasttime,lat,lng,speed,course,altitude,comment,alt_sp
2022-08-22 23:12:38,2022-08-22 23:12:38,34.9575,-106.89917,22,321,18030.75, StrTrk 446 9 1.48V -24C 7915Pa ,18000
2022-08-22 23:14:38,2022-08-22 23:14:38,34.96367,-106.90433,19,308,17994.78, StrTrk 448 9 1.47V -23C 7977Pa ,18000
2022-08-22 23:16:38,2022-08-22 23:16:38,34.96833,-106.90983,24,326,18131.64, StrTrk 450 9 1.48V -22C 7794Pa ,18000
2022-08-22 23:17:38,2022-08-22 23:17:38,34.9705,-106.91267,20,301,17987.77, StrTrk 451 9 1.48V -25C 7985Pa ,18000
2022-08-22 23:18:38,2022-08-22 23:18:38,34.97233,-106.91533,20,310,17956.68, StrTrk 452 9 1.47V -24C 8022Pa ,18000
2022-08-22 23:21:38,2022-08-22 23:21:38,34.978,-106.92433,19,308,17995.7, StrTrk 455 9 1.47V -25C 7975Pa ,18000
2022-08-22 23:22:38,2022-08-22 23:22:38,34.97967,-106.92717,17,305,17998.74, StrTrk 456 9 1.47V -25C 7961Pa ,18000
2022-08-22 23:23:38,2022-08-22 23:23:38,34.9815,-106.92983,19,304,18083.78, StrTrk 457 9 1.47V -25C 7854Pa ,18000
2022-08-22 23:24:38,2022-08-22 23:24:38,34.98333,-106.9325,19,310,18054.83, StrTrk 458 9 1.47V -26C 7893Pa ,18000
2022-08-22 23:25:38,2022-08-22 23:25:38,34.985,-106.93467,19,304,17923.76, StrTrk 459 9 1.47V -28C 8054Pa ,18000
2022-08-22 23:26:38,2022-08-22 23:26:38,34.98683,-106.93717,17,316,17978.63, StrTrk 460 9 1.47V -27C 7978Pa ,18000
2022-08-22 23:27:38,2022-08-22 23:27:38,34.9885,-106.93967,17,314,18050.87, StrTrk 461 9 1.47V -26C 7888Pa ,18000
2022-08-22 23:28:38,2022-08-22 23:28:38,34.99067,-106.94167,17,322,18092.62, StrTrk 462 9 1.46V -24C 7835Pa ,18000
2022-08-22 23:29:38,2022-08-22 23:29:38,34.99233,-106.94383,15,311,17953.63, StrTrk 463 9 1.47V -27C 8031Pa ,18000
2022-08-22 23:30:38,2022-08-22 23:30:38,34.9935,-106.94583,15,323,17948.76, StrTrk 464 9 1.46V -26C 8030Pa ,16000
2022-08-22 23:31:38,2022-08-22 23:31:38,34.9955,-106.9475,17,318,17992.65, StrTrk 465 9 1.45V -23C 7983Pa ,16000
2022-08-22 23:32:38,2022-08-22 23:32:38,34.9975,-106.94917,13,328,17910.66, StrTrk 466 9 1.45V -25C 8094Pa ,16000
2022-08-22 23:33:38,2022-08-22 23:33:38,34.998,-106.951,9,244,17721.68, StrTrk 467 9 1.45V -29C 8353Pa ,16000
2022-08-22 23:35:38,2022-08-22 23:35:38,34.9965,-106.9555,13,183,17314.77, StrTrk 469 9 1.45V -32C 8968Pa ,16000
2022-08-22 23:36:38,2022-08-22 23:36:38,34.9945,-106.95417,13,146,17130.67, StrTrk 470 9 1.45V -31C 9252Pa ,16000
2022-08-22 23:38:38,2022-08-22 23:38:38,34.99367,-106.95033,17,72,16842.64, StrTrk 472 9 1.44V -32C 9716Pa ,16000
2022-08-22 23:39:38,2022-08-22 23:39:38,34.99417,-106.947,19,82,16830.75, StrTrk 473 9 1.44V -32C 9733Pa ,16000
2022-08-22 23:42:38,2022-08-22 23:42:38,34.99467,-106.93617,24,96,16749.67, StrTrk 476 9 1.45V -30C 9879Pa ,16000
2022-08-22 23:43:38,2022-08-22 23:43:38,34.99433,-106.9315,26,95,16696.64, StrTrk 477 9 1.45V -29C 9967Pa ,16000
2022-08-22 23:44:38,2022-08-22 23:44:38,34.994,-106.92617,30,92,16662.81, StrTrk 478 9 1.45V -28C 10020Pa ,16000
2022-08-22 23:45:38,2022-08-22 23:45:38,34.994,-106.9205,31,86,16598.8, StrTrk 479 9 1.45V -28C 10133Pa ,16000
2022-08-22 23:46:38,2022-08-22 23:46:38,34.99433,-106.914,39,82,16542.72, StrTrk 480 9 1.44V -28C 10222Pa ,16000
2022-08-22 23:47:38,2022-08-22 23:47:38,34.99517,-106.90717,35,80,16532.66, StrTrk 481 9 1.44V -26C 10249Pa ,16000
2022-08-22 23:48:38,2022-08-22 23:48:38,34.99583,-106.90133,28,83,16493.64, StrTrk 482 9 1.44V -27C 10327Pa ,16000
2022-08-22 23:49:38,2022-08-22 23:49:38,34.99633,-106.89667,22,83,16443.66, StrTrk 483 9 1.43V -27C 10419Pa ,16000
2022-08-22 23:50:38,2022-08-22 23:50:38,34.99683,-106.8925,22,79,16409.52, StrTrk 484 9 1.44V -29C 10475Pa ,16000
2022-08-22 23:51:38,2022-08-22 23:51:38,34.998,-106.88767,31,65,16337.58, StrTrk 485 9 1.44V -30C 10621Pa ,16000
2022-08-22 23:52:38,2022-08-22 23:52:38,35.00017,-106.88167,37,67,16283.64, StrTrk 486 9 1.43V -29C 10711Pa ,16000
2022-08-22 23:53:38,2022-08-22 23:53:38,35.00283,-106.87517,41,63,16239.74, StrTrk 487 9 1.43V -29C 10795Pa ,16000
2022-08-22 23:54:38,2022-08-22 23:54:38,35.00583,-106.86833,46,59,16188.54, StrTrk 488 9 1.44V -28C 10888Pa ,16000
2022-08-22 23:55:38,2022-08-22 23:55:38,35.00967,-106.861,46,53,16146.78, StrTrk 489 9 1.43V -27C 10960Pa ,16000
2022-08-22 23:56:38,2022-08-22 23:56:38,35.01433,-106.8545,46,46,16116.6, StrTrk 490 9 1.42V -27C 11021Pa ,16000
2022-08-22 23:57:38,2022-08-22 23:57:38,35.01917,-106.84817,48,47,16144.65, StrTrk 491 9 1.41V -25C 10962Pa ,16000
2022-08-22 23:58:38,2022-08-22 23:58:38,35.02417,-106.84167,48,46,16101.67, StrTrk 492 9 1.41V -25C 11036Pa ,16000
2022-08-22 23:59:38,2022-08-22 23:59:38,35.02933,-106.83517,48,46,16107.77, StrTrk 493 9 1.42V -24C 11022Pa ,16000
2022-08-23 00:00:38,2022-08-23 00:00:38,35.03433,-106.8285,48,47,16117.52, StrTrk 494 9 1.41V -23C 11015Pa ,16000
2022-08-23 00:01:38,2022-08-23 00:01:38,35.0395,-106.822,48,45,16071.49, StrTrk 495 9 1.43V -23C 11105Pa ,16000
2022-08-23 00:02:39,2022-08-23 00:02:39,35.0445,-106.81567,48,46,16075.76, StrTrk 496 9 1.43V -22C 11087Pa ,16000
2022-08-23 00:03:39,2022-08-23 00:03:39,35.0495,-106.80917,46,46,16030.65, StrTrk 497 9 1.43V -24C 11176Pa ,16000
2022-08-23 00:04:38,2022-08-23 00:04:38,35.0545,-106.80267,48,48,16082.77, StrTrk 498 9 1.43V -24C 11061Pa ,16000
2022-08-23 00:05:38,2022-08-23 00:05:38,35.0595,-106.79567,52,49,16114.78, StrTrk 499 9 1.43V -25C 11013Pa ,16000
2022-08-23 00:06:38,2022-08-23 00:06:38,35.06433,-106.78883,48,49,16062.66, StrTrk 500 9 1.44V -28C 11114Pa ,16000
2022-08-23 00:08:38,2022-08-23 00:08:38,35.07367,-106.77483,50,52,16110.51, StrTrk 502 9 1.44V -27C 11030Pa ,16000
2022-08-23 00:09:38,2022-08-23 00:09:38,35.0785,-106.76783,46,50,16005.66, StrTrk 503 9 1.45V -29C 11235Pa ,16000
2022-08-23 00:10:38,2022-08-23 00:10:38,35.08283,-106.76083,48,54,16011.75, StrTrk 504 9 1.44V -28C 11209Pa ,16000
2022-08-23 00:11:38,2022-08-23 00:11:38,35.086,-106.75367,35,68,16071.49, StrTrk 505 9 1.45V -30C 11107Pa ,16000
2022-08-23 00:13:39,2022-08-23 00:13:39,35.08633,-106.74333,33,84,16131.54, StrTrk 507 9 1.45V -32C 11009Pa ,16000
2022-08-23 00:14:38,2022-08-23 00:14:38,35.089,-106.7365,44,58,16078.5, StrTrk 508 9 1.44V -32C 11116Pa ,16000
2022-08-23 00:16:38,2022-08-23 00:16:38,35.09617,-106.72267,41,60,16102.58, StrTrk 510 9 1.43V -30C 11047Pa ,16000
2022-08-23 00:17:38,2022-08-23 00:17:38,35.0995,-106.71567,48,55,16027.6, StrTrk 511 9 1.42V -31C 11199Pa ,16000
2022-08-23 00:18:38,2022-08-23 00:18:38,35.1035,-106.7085,44,59,16070.58, StrTrk 512 9 1.41V -29C 11114Pa ,16000
2022-08-23 00:19:38,2022-08-23 00:19:38,35.1065,-106.70167,39,67,16117.52, StrTrk 513 9 1.41V -30C 11012Pa ,16000
2022-08-23 00:20:38,2022-08-23 00:20:38,35.10883,-106.69467,43,64,16120.57, StrTrk 514 9 1.41V -31C 11033Pa ,16000
2022-08-23 00:21:38,2022-08-23 00:21:38,35.11233,-106.68767,44,57,16103.5, StrTrk 515 9 1.41V -30C 11048Pa ,16000
2022-08-23 00:22:38,2022-08-23 00:22:38,35.116,-106.68067,44,57,16135.5, StrTrk 516 9 1.41V -27C 10974Pa ,16000
2022-08-23 00:23:38,2022-08-23 00:23:38,35.11967,-106.67383,41,57,16108.68, StrTrk 517 9 1.41V -26C 11029Pa ,16000
2022-08-23 00:24:38,2022-08-23 00:24:38,35.12333,-106.66733,43,56,16177.56, StrTrk 518 9 1.41V -27C 10886Pa ,16000
2022-08-23 00:25:38,2022-08-23 00:25:38,35.1255,-106.66133,33,71,16284.55, StrTrk 519 9 1.40V -29C 10671Pa ,16000
2022-08-23 00:26:38,2022-08-23 00:26:38,35.12633,-106.656,26,78,16388.79, StrTrk 520 9 1.39V -30C 10501Pa ,16000
2022-08-23 00:27:38,2022-08-23 00:27:38,35.1265,-106.65133,24,87,16447.62, StrTrk 521 9 1.40V -33C 10393Pa ,16000
2022-08-23 00:28:38,2022-08-23 00:28:38,35.127,-106.6465,28,79,16369.59, StrTrk 522 9 1.41V -34C 10556Pa ,16000
2022-08-23 00:29:38,2022-08-23 00:29:38,35.128,-106.64117,30,73,16305.58, StrTrk 523 9 1.41V -32C 10671Pa ,16000
2022-08-23 00:30:38,2022-08-23 00:30:38,35.1295,-106.63567,31,68,16224.5, StrTrk 524 9 1.41V -31C 10826Pa ,16000
2022-08-23 00:31:39,2022-08-23 00:31:39,35.131,-106.63033,26,79,16243.71, StrTrk 525 9 1.40V -30C 10781Pa ,16000
2022-08-23 00:32:39,2022-08-23 00:32:39,35.13167,-106.6255,24,88,16320.52, StrTrk 526 9 1.40V -29C 10633Pa ,16000
2022-08-23 00:33:38,2022-08-23 00:33:38,35.131,-106.62117,24,98,16340.63, StrTrk 527 9 1.40V -31C 10613Pa ,16000
2022-08-23 00:34:38,2022-08-23 00:34:38,35.13083,-106.6165,26,84,16235.78, StrTrk 528 9 1.40V -35C 10823Pa ,16000
2022-08-23 00:35:38,2022-08-23 00:35:38,35.13133,-106.6115,22,85,16253.76, StrTrk 529 9 1.40V -35C 10798Pa ,16000
2022-08-23 00:36:38,2022-08-23 00:36:38,35.13117,-106.607,26,102,16313.51, StrTrk 530 9 1.41V -34C 10679Pa ,16000
2022-08-23 00:37:38,2022-08-23 00:37:38,35.12967,-106.6025,26,111,16339.72, StrTrk 531 9 1.41V -34C 10623Pa ,16000
2022-08-23 00:38:38,2022-08-23 00:38:38,35.129,-106.5975,28,94,16282.72, StrTrk 532 9 1.41V -33C 10724Pa ,16000
2022-08-23 00:39:38,2022-08-23 00:39:38,35.12883,-106.592,30,91,16283.64, StrTrk 533 9 1.40V -32C 10722Pa ,16000
2022-08-23 00:40:38,2022-08-23 00:40:38,35.12867,-106.58617,31,90,16278.76, StrTrk 534 9 1.41V -31C 10725Pa ,16000
2022-08-23 00:41:38,2022-08-23 00:41:38,35.12883,-106.58,33,88,16230.6, StrTrk 535 9 1.41V -31C 10806Pa ,16000
2022-08-23 00:43:38,2022-08-23 00:43:38,35.12833,-106.56833,30,94,16300.7, StrTrk 537 9 1.40V -30C 10677Pa ,16000
2022-08-23 00:44:38,2022-08-23 00:44:38,35.128,-106.56267,30,88,16263.52, StrTrk 538 9 1.40V -30C 10742Pa ,16000
2022-08-23 00:45:38,2022-08-23 00:45:38,35.128,-106.55667,31,91,16285.77, StrTrk 539 9 1.39V -31C 10711Pa ,16000
2022-08-23 00:46:38,2022-08-23 00:46:38,35.12817,-106.55083,33,86,16257.73, StrTrk 540 9 1.40V -32C 10761Pa ,16000
2022-08-23 00:47:38,2022-08-23 00:47:38,35.12867,-106.5445,33,83,16237.61, StrTrk 541 9 1.41V -32C 10797Pa ,16000
2022-08-23 00:48:38,2022-08-23 00:48:38,35.129,-106.53883,30,90,16300.7, StrTrk 542 9 1.41V -32C 10669Pa ,16000
2022-08-23 00:50:38,2022-08-23 00:50:38,35.129,-106.5275,33,89,16272.66, StrTrk 544 9 1.41V -32C 10738Pa ,16000
2022-08-23 00:51:38,2022-08-23 00:51:38,35.12933,-106.521,35,83,16258.64, StrTrk 545 9 1.40V -32C 10765Pa ,16000
2022-08-23 00:52:38,2022-08-23 00:52:38,35.13,-106.51417,39,83,16230.6, StrTrk 546 9 1.40V -32C 10817Pa ,16000
2022-08-23 00:53:39,2022-08-23 00:53:39,35.13083,-106.5075,35,82,16247.67, StrTrk 547 9 1.39V -32C 10767Pa ,16000
2022-08-23 00:54:38,2022-08-23 00:54:38,35.13133,-106.50117,33,85,16241.57, StrTrk 548 9 1.39V -32C 10788Pa ,16000
2022-08-23 00:55:38,2022-08-23 00:55:38,35.132,-106.4945,35,80,16239.74, StrTrk 549 9 1.40V -34C 10784Pa ,16000
2022-08-23 00:57:38,2022-08-23 00:57:38,35.13383,-106.4815,39,78,16241.57, StrTrk 551 9 1.41V -33C 10789Pa ,16000
2022-08-23 00:58:38,2022-08-23 00:58:38,35.13517,-106.47383,43,78,16247.67, StrTrk 552 9 1.41V -33C 10782Pa ,16000
2022-08-23 00:59:38,2022-08-23 00:59:38,35.13617,-106.4665,39,80,16272.66, StrTrk 553 9 1.40V -34C 10740Pa ,16000
2022-08-23 01:00:38,2022-08-23 01:00:38,35.1375,-106.45883,44,77,16183.66, StrTrk 554 9 1.41V -34C 10922Pa ,16000
2022-08-23 01:01:38,2022-08-23 01:01:38,35.139,-106.45083,43,79,16230.6, StrTrk 555 9 1.41V -33C 10819Pa ,16000
2022-08-23 01:02:38,2022-08-23 01:02:38,35.14,-106.44283,43,81,16251.63, StrTrk 556 9 1.40V -33C 10781Pa ,16000
2022-08-23 01:03:38,2022-08-23 01:03:38,35.14117,-106.43467,44,78,16183.66, StrTrk 557 9 1.39V -35C 10920Pa ,16000
2022-08-23 01:04:38,2022-08-23 01:04:38,35.14283,-106.42717,39,74,16130.63, StrTrk 558 9 1.39V -34C 11008Pa ,14000
2022-08-23 01:05:38,2022-08-23 01:05:38,35.14433,-106.42033,35,76,16076.68, StrTrk 559 9 1.38V -35C 11121Pa ,14000
2022-08-23 01:06:38,2022-08-23 01:06:38,35.14567,-106.4145,31,71,16007.49, StrTrk 560 9 1.38V -36C 11272Pa ,14000
2022-08-23 01:07:38,2022-08-23 01:07:38,35.14733,-106.4095,26,63,15948.66, StrTrk 561 9 1.38V -36C 11388Pa ,14000
2022-08-23 01:08:42,2022-08-23 01:08:42,35.149,-106.40483,28,65,15899.59, StrTrk 562 9 1.37V -36C 11475Pa ,14000
2022-08-23 01:09:42,2022-08-23 01:09:42,35.151,-106.39967,35,64,15865.75, StrTrk 563 9 1.38V -38C 11578Pa ,14000
2022-08-23 01:10:42,2022-08-23 01:10:42,35.15383,-106.39333,43,59,15798.7, StrTrk 564 9 1.38V -38C 11708Pa ,14000
2022-08-23 01:11:38,2022-08-23 01:11:38,35.15733,-106.38667,41,55,15744.75, StrTrk 565 9 1.37V -37C 11797Pa ,14000
2022-08-23 01:12:38,2022-08-23 01:12:38,35.16067,-106.38067,39,53,15676.47, StrTrk 566 9 1.36V -37C 11943Pa ,14000
2022-08-23 01:13:38,2022-08-23 01:13:38,35.1645,-106.375,39,50,15581.68, StrTrk 567 9 1.36V -37C 12152Pa ,14000
2022-08-23 01:14:38,2022-08-23 01:14:38,35.16833,-106.36967,37,46,15492.68, StrTrk 568 9 1.36V -37C 12333Pa ,14000
2022-08-23 01:15:39,2022-08-23 01:15:39,35.1725,-106.36483,39,41,15422.58, StrTrk 569 9 1.35V -36C 12480Pa ,14000
2022-08-23 01:16:38,2022-08-23 01:16:38,35.177,-106.36017,37,38,15356.74, StrTrk 570 9 1.36V -36C 12618Pa ,14000
2022-08-23 01:17:38,2022-08-23 01:17:38,35.181,-106.356,33,44,15275.66, StrTrk 571 9 1.35V -38C 12795Pa ,14000
2022-08-23 01:18:38,2022-08-23 01:18:38,35.18383,-106.35167,26,65,15192.45, StrTrk 572 9 1.36V -39C 13009Pa ,14000
2022-08-23 01:19:38,2022-08-23 01:19:38,35.18533,-106.34717,26,67,15153.44, StrTrk 573 9 1.35V -39C 13083Pa ,14000
2022-08-23 01:20:38,2022-08-23 01:20:38,35.1875,-106.34317,28,47,15219.58, StrTrk 574 9 1.36V -38C 12925Pa ,14000
2022-08-23 01:21:38,2022-08-23 01:21:38,35.19083,-106.339,30,42,15299.74, StrTrk 575 9 1.37V -39C 12774Pa ,14000
2022-08-23 01:22:39,2022-08-23 01:22:39,35.19483,-106.335,37,44,15376.55, StrTrk 576 9 1.36V -39C 12603Pa ,14000
2022-08-23 01:24:38,2022-08-23 01:24:38,35.20233,-106.32483,37,54,15595.7, StrTrk 578 9 1.36V -41C 12150Pa ,14000
2022-08-23 01:25:38,2022-08-23 01:25:38,35.20517,-106.31833,37,62,15697.5, StrTrk 579 9 1.36V -40C 11932Pa ,14000
2022-08-23 01:26:38,2022-08-23 01:26:38,35.20767,-106.3115,39,70,15829.48, StrTrk 580 9 1.35V -41C 11683Pa ,14000
2022-08-23 01:27:38,2022-08-23 01:27:38,35.20967,-106.30567,30,69,15926.71, StrTrk 581 9 1.35V -42C 11492Pa ,14000
2022-08-23 01:28:38,2022-08-23 01:28:38,35.21133,-106.3,35,69,16025.77, StrTrk 582 9 1.34V -42C 11286Pa ,14000
2022-08-23 01:29:38,2022-08-23 01:29:38,35.213,-106.29333,39,73,16136.72, StrTrk 583 9 1.34V -42C 11072Pa ,14000
2022-08-23 01:30:38,2022-08-23 01:30:38,35.21417,-106.28533,46,81,16262.6, StrTrk 584 9 1.33V -41C 10839Pa ,14000
2022-08-23 01:31:38,2022-08-23 01:31:38,35.21483,-106.27717,41,83,16340.63, StrTrk 585 9 1.32V -42C 10690Pa ,14000
2022-08-23 01:32:38,2022-08-23 01:32:38,35.21517,-106.27033,35,91,16395.5, StrTrk 586 9 1.33V -43C 10603Pa ,14000
2022-08-23 01:33:38,2022-08-23 01:33:38,35.21483,-106.26533,20,93,16429.63, StrTrk 587 9 1.32V -43C 10524Pa ,14000
2022-08-23 01:34:38,2022-08-23 01:34:38,35.21483,-106.26117,24,89,16481.76, StrTrk 588 9 1.33V -43C 10435Pa ,14000
2022-08-23 01:35:39,2022-08-23 01:35:39,35.21467,-106.25633,24,89,16561.61, StrTrk 589 9 1.33V -43C 10303Pa ,14000
2022-08-23 01:36:38,2022-08-23 01:36:38,35.21483,-106.252,24,84,16636.59, StrTrk 590 9 1.33V -43C 10147Pa ,14000
2022-08-23 01:37:38,2022-08-23 01:37:38,35.215,-106.24783,20,95,16708.53, StrTrk 591 9 1.33V -42C 10021Pa ,14000
2022-08-23 01:38:42,2022-08-23 01:38:42,35.21467,-106.24383,22,98,16746.63, StrTrk 592 9 1.31V -41C 9949Pa ,14000
2022-08-23 01:39:42,2022-08-23 01:39:42,35.21417,-106.24,20,97,16755.77, StrTrk 593 9 1.32V -42C 9938Pa ,14000
2022-08-23 01:40:38,2022-08-23 01:40:38,35.214,-106.23633,19,96,16753.64, StrTrk 594 9 1.32V -42C 9950Pa ,14000
2022-08-23 01:41:38,2022-08-23 01:41:38,35.2135,-106.23267,20,97,16769.79, StrTrk 595 9 1.32V -42C 9907Pa ,14000
2022-08-23 01:42:38,2022-08-23 01:42:38,35.21317,-106.229,20,98,16771.62, StrTrk 596 9 1.32V -42C 9906Pa ,14000
2022-08-23 01:43:38,2022-08-23 01:43:38,35.2125,-106.225,22,105,16771.62, StrTrk 597 9 1.32V -42C 9927Pa ,14000
2022-08-23 01:44:42,2022-08-23 01:44:42,35.2115,-106.221,22,104,16752.72, StrTrk 598 9 1.32V -42C 9957Pa ,14000
2022-08-23 01:45:41,2022-08-23 01:45:41,35.21083,-106.21683,22,102,16722.55, StrTrk 599 9 1.32V -42C 10004Pa ,14000
2022-08-23 01:46:38,2022-08-23 01:46:38,35.21,-106.21283,22,102,16688.71, StrTrk 600 9 1.33V -42C 10058Pa ,14000
2022-08-23 01:47:38,2022-08-23 01:47:38,35.20933,-106.20867,24,98,16667.68, StrTrk 601 9 1.33V -43C 10107Pa ,14000
2022-08-23 01:48:38,2022-08-23 01:48:38,35.209,-106.204,24,85,16621.66, StrTrk 602 9 1.32V -44C 10213Pa ,14000
2022-08-23 01:49:38,2022-08-23 01:49:38,35.209,-106.19883,24,100,16446.7, StrTrk 603 9 1.32V -45C 10541Pa ,14000
2022-08-23 01:50:38,2022-08-23 01:50:38,35.20833,-106.19217,44,94,16228.77, StrTrk 604 9 1.32V -46C 10994Pa ,14000
2022-08-23 01:51:42,2022-08-23 01:51:42,35.20917,-106.18417,35,81,16050.77, StrTrk 605 9 1.30V -48C 11378Pa ,14000
2022-08-23 01:52:38,2022-08-23 01:52:38,35.21067,-106.17767,44,68,15899.59, StrTrk 606 9 1.29V -48C 11756Pa ,14000
2022-08-23 01:53:38,2022-08-23 01:53:38,35.2135,-106.17,48,63,15709.7, StrTrk 607 9 1.28V -49C 12152Pa ,14000
2022-08-23 01:54:38,2022-08-23 01:54:38,35.21717,-106.1625,28,55,15541.75, StrTrk 608 9 1.28V -50C 12588Pa ,14000
2022-08-23 01:55:38,2022-08-23 01:55:38,35.22117,-106.15633,41,41,15355.52, StrTrk 609 9 1.25V -50C 13037Pa ,14000
2022-08-23 01:56:38,2022-08-23 01:56:38,35.22367,-106.15217,0,43,14708.43, StrTrk 610 7 1.23V -51C 14618Pa ,14000
2022-08-23 01:58:38,2022-08-23 01:58:38,35.226,-106.13067,0,122,13467.59, StrTrk 612 0 1.22V -51C 18191Pa ,14000
2022-08-23 01:59:38,2022-08-23 01:59:38,35.22733,-106.11417,81,89,12755.58, StrTrk 613 9 1.22V -49C 20111Pa ,14000
2022-08-23 02:00:39,2022-08-23 02:06:42,35.22817,-106.0995,0,329,13273.43, StrTrk 620 0 1.33V -30C 34206Pa ,14000
